,Datum,Produktion EE in MWh,Laden/Einspeisen in MWh,Speicher + Erneuerbare in MWh,Restenergiebedarf in MWh
219,2030-01-03 06:45:00,13028.21152845039,0.0,13028.21152845039,5351.794558671396
220,2030-01-03 07:00:00,13020.071575663784,0.0,13020.071575663784,5853.209426255238
221,2030-01-03 07:15:00,12952.452284091953,0.0,12952.452284091953,6391.377181895274
222,2030-01-03 07:30:00,12955.655244774858,0.0,12955.655244774858,6696.367126510162
223,2030-01-03 07:45:00,12903.06843410719,0.0,12903.06843410719,7001.031390077129
224,2030-01-03 08:00:00,12779.389722749314,0.0,12779.389722749314,7316.578520698375
225,2030-01-03 08:15:00,12684.253684479534,0.0,12684.253684479534,7502.916573386758
226,2030-01-03 08:30:00,12570.831206750336,0.0,12570.831206750336,7726.1563233308625
227,2030-01-03 08:45:00,12584.46780734981,0.0,12584.46780734981,7741.139106771301
228,2030-01-03 09:00:00,12633.631730394478,0.0,12633.631730394478,7704.557903490397
229,2030-01-03 09:15:00,12597.938138207377,0.0,12597.938138207377,7943.383843722029
230,2030-01-03 09:30:00,12474.918570583923,0.0,12474.918570583923,8096.648147824682
231,2030-01-03 09:45:00,12442.820217762013,0.0,12442.820217762013,8101.803066320341
232,2030-01-03 10:00:00,12363.562650780264,0.0,12363.562650780264,8192.845547009792
233,2030-01-03 10:15:00,12238.937032064556,0.0,12238.937032064556,8405.128170073358
234,2030-01-03 10:30:00,12282.501163105737,0.0,12282.501163105737,8402.539219880231
235,2030-01-03 10:45:00,12077.469700085325,0.0,12077.469700085325,8641.73266884831
236,2030-01-03 11:00:00,11902.0598150689,0.0,11902.0598150689,8450.187002989951
237,2030-01-03 11:15:00,12200.750390370833,0.0,12200.750390370833,8292.951718583228
238,2030-01-03 11:30:00,11902.656958194388,0.0,11902.656958194388,8706.013750894403
239,2030-01-03 11:45:00,11881.067293215543,0.0,11881.067293215543,8754.400086876016
240,2030-01-03 12:00:00,11726.728811061366,0.0,11726.728811061366,8785.619376265855
241,2030-01-03 12:15:00,11367.300117497405,0.0,11367.300117497405,9083.42090790061
242,2030-01-03 12:30:00,11368.49166712662,0.0,11368.49166712662,9048.88443062845
243,2030-01-03 12:45:00,11526.073766564925,0.0,11526.073766564925,8937.03936111683
244,2030-01-03 13:00:00,11570.334210278945,0.0,11570.334210278945,9108.166308697337
245,2030-01-03 13:15:00,11783.05402054304,0.0,11783.05402054304,8664.31748686796
246,2030-01-03 13:30:00,12059.511564028708,0.0,12059.511564028708,8195.1441485885
247,2030-01-03 13:45:00,12595.495415403468,0.0,12595.495415403468,7584.941256914568
248,2030-01-03 14:00:00,12711.216475177784,0.0,12711.216475177784,7402.6043884039045
249,2030-01-03 14:15:00,12180.017957413515,0.0,12180.017957413515,7859.28101085468
250,2030-01-03 14:30:00,11528.604981777135,0.0,11528.604981777135,8434.410875059966
251,2030-01-03 14:45:00,10881.980482274077,0.0,10881.980482274077,9070.300013647218
252,2030-01-03 15:00:00,10324.95930379312,0.0,10324.95930379312,9722.23658436895
253,2030-01-03 15:15:00,9890.210301035118,0.0,9890.210301035118,10036.115513727631
254,2030-01-03 15:30:00,9974.386214597227,0.0,9974.386214597227,9949.607326705329
255,2030-01-03 15:45:00,10291.96821681212,0.0,10291.96821681212,9557.96880812706
256,2030-01-03 16:00:00,10541.26206677089,0.0,10541.26206677089,9526.835146418121
257,2030-01-03 16:15:00,10675.292250740957,0.0,10675.292250740957,9517.320572514014
258,2030-01-03 16:30:00,10842.82367130828,0.0,10842.82367130828,9577.152840000374
259,2030-01-03 16:45:00,11378.518092678529,0.0,11378.518092678529,9251.72841988935
260,2030-01-03 17:00:00,11828.654360941588,0.0,11828.654360941588,9149.709598144787
261,2030-01-03 17:15:00,12174.96316480054,0.0,12174.96316480054,8978.373374455257
262,2030-01-03 17:30:00,12315.506004041565,0.0,12315.506004041565,9031.567631421252
263,2030-01-03 17:45:00,12332.063815581865,0.0,12332.063815581865,8999.199205127143
264,2030-01-03 18:00:00,12642.708837883278,0.0,12642.708837883278,8493.009977206071
265,2030-01-03 18:15:00,12751.614388719956,0.0,12751.614388719956,8351.045754002504
266,2030-01-03 18:30:00,13015.099420355727,0.0,13015.099420355727,8130.700899377069
267,2030-01-03 18:45:00,13247.574435204062,0.0,13247.574435204062,7786.095771872397
268,2030-01-03 19:00:00,13703.50614367078,0.0,13703.50614367078,7191.3780155734785
269,2030-01-03 19:15:00,14172.135992852132,0.0,14172.135992852132,6449.154961070357
270,2030-01-03 19:30:00,14369.025139505518,0.0,14369.025139505518,6065.791779476052
271,2030-01-03 19:45:00,14444.547263268405,0.0,14444.547263268405,5755.467946020437
272,2030-01-03 20:00:00,14875.60669513516,0.0,14875.60669513516,5049.4781553414505
273,2030-01-03 20:15:00,15301.500036164069,0.0,15301.500036164069,4309.510768828741
274,2030-01-03 20:30:00,15883.693289406474,0.0,15883.693289406474,3472.3043684129407
275,2030-01-03 20:45:00,16257.0956110935,0.0,16257.0956110935,2820.2620760040445
276,2030-01-03 21:00:00,16401.64057576322,0.0,16401.64057576322,2442.5026850138674
277,2030-01-03 21:15:00,16770.98579258198,0.0,16770.98579258198,1841.2955632655867
278,2030-01-03 21:30:00,16986.39812155002,0.0,16986.39812155002,1466.1061944252615
279,2030-01-03 21:45:00,17086.175378590626,0.0,17086.175378590626,1161.8836864317636
280,2030-01-03 22:00:00,17156.379267725002,0.0,17156.379267725002,1049.4804155855454
281,2030-01-03 22:15:00,17450.593424379207,0.0,17450.593424379207,523.8192167494162
282,2030-01-03 22:30:00,17500.524640550193,0.0,17500.524640550193,132.6097956031699
283,2030-01-03 22:45:00,17662.71861052393,-323.4236996540385,17339.294910869892,0.0
284,2030-01-03 23:00:00,17941.598970040824,-835.5548080982771,17106.044161942547,0.0
285,2030-01-03 23:15:00,18307.24656330201,-1514.0214252011538,16793.225138100857,0.0
286,2030-01-03 23:30:00,18543.030849898674,-1850.430758693983,16692.60009120469,0.0
287,2030-01-03 23:45:00,18338.185179076536,-1901.8310729122204,16436.354106164315,0.0
288,2030-01-04 00:00:00,18391.47169056323,-2117.7857821509187,16273.685908412312,0.0
289,2030-01-04 00:15:00,18656.58916966532,-2494.3351507420048,16162.254018923315,0.0
290,2030-01-04 00:30:00,18860.890989748736,-3026.598171995951,15834.292817752785,0.0
291,2030-01-04 00:45:00,18938.24297157289,-3154.4313912313337,15783.811580341557,0.0
292,2030-01-04 01:00:00,19049.588817247815,-3436.419271631592,15613.169545616223,0.0
293,2030-01-04 01:15:00,19244.50106816531,-3720.241185769117,15524.259882396194,0.0
294,2030-01-04 01:30:00,19349.774353263474,-3831.3590807905093,15518.415272472965,0.0
295,2030-01-04 01:45:00,19421.72834873595,-3935.3721602132046,15486.356188522745,0.0
296,2030-01-04 02:00:00,19372.77155371312,-3987.604497721324,15385.167055991795,0.0
297,2030-01-04 02:15:00,19458.53958273148,-4088.080976061532,15370.458606669947,0.0
298,2030-01-04 02:30:00,19452.12478789738,-4037.1399034756705,15414.98488442171,0.0
299,2030-01-04 02:45:00,19071.658838094878,-2745.3706636571733,16326.288174437705,-907.2724301629787
300,2030-01-04 03:00:00,18517.937170344496,0.0,18517.937170344496,-2989.161707907828
301,2030-01-04 03:15:00,18634.182858024025,0.0,18634.182858024025,-2943.2023089103022
302,2030-01-04 03:30:00,18717.013264149256,0.0,18717.013264149256,-2876.590334483255
303,2030-01-04 03:45:00,18762.39671814733,0.0,18762.39671814733,-2780.460493813156
304,2030-01-04 04:00:00,18675.737394558088,0.0,18675.737394558088,-2451.532364181763
305,2030-01-04 04:15:00,19127.490914662245,0.0,19127.490914662245,-2775.967886424174
306,2030-01-04 04:30:00,19404.73404093204,0.0,19404.73404093204,-2912.092423565413
307,2030-01-04 04:45:00,19634.83012582495,0.0,19634.83012582495,-2956.185213976638
308,2030-01-04 05:00:00,20521.47737356879,0.0,20521.47737356879,-3429.8386787157324
309,2030-01-04 05:15:00,20812.42866113965,0.0,20812.42866113965,-3618.981985312137
