Datum,Differenz in MWh,Kapazität in MWh,Laden/Einspeisen in MWh
2030-01-04 19:45:00,10428.832243967025,0.0,0.0
2030-01-04 20:00:00,10285.515594708784,0.0,0.0
2030-01-04 20:15:00,10025.79648952784,0.0,0.0
2030-01-04 20:30:00,9785.94376276098,0.0,0.0
2030-01-04 20:45:00,9564.92090052239,0.0,0.0
2030-01-04 21:00:00,9522.973996705265,0.0,0.0
2030-01-04 21:15:00,9409.33147693024,0.0,0.0
2030-01-04 21:30:00,9253.848135451286,0.0,0.0
2030-01-04 21:45:00,9106.410180498435,0.0,0.0
2030-01-04 22:00:00,8935.284234486568,0.0,0.0
2030-01-04 22:15:00,8843.027188127557,0.0,0.0
2030-01-04 22:30:00,8718.079965027067,0.0,0.0
2030-01-04 22:45:00,8554.955803987648,0.0,0.0
2030-01-04 23:00:00,8347.166190089745,0.0,0.0
2030-01-04 23:15:00,8197.863457057934,0.0,0.0
2030-01-04 23:30:00,8089.268957466371,0.0,0.0
2030-01-04 23:45:00,7749.409748075015,0.0,0.0
2030-01-05 00:00:00,7165.2334233889915,0.0,0.0
2030-01-05 00:15:00,7012.386214231607,0.0,0.0
2030-01-05 00:30:00,6912.59312228372,0.0,0.0
2030-01-05 00:45:00,6769.543043425016,0.0,0.0
2030-01-05 01:00:00,6647.556025103826,0.0,0.0
2030-01-05 01:15:00,6590.6496248004905,0.0,0.0
2030-01-05 01:30:00,6482.067014125871,0.0,0.0
2030-01-05 01:45:00,6472.214280610086,0.0,0.0
2030-01-05 02:00:00,6571.376022151179,0.0,0.0
2030-01-05 02:15:00,6539.968615877353,0.0,0.0
2030-01-05 02:30:00,6620.695266932593,0.0,0.0
2030-01-05 02:45:00,6614.863874608899,0.0,0.0
2030-01-05 03:00:00,6666.94504214417,0.0,0.0
2030-01-05 03:15:00,6696.555311628184,0.0,0.0
2030-01-05 03:30:00,6749.284908705009,0.0,0.0
2030-01-05 03:45:00,6834.4249508748235,0.0,0.0
2030-01-05 04:00:00,6954.55937363599,0.0,0.0
2030-01-05 04:15:00,6981.371504082324,0.0,0.0
